id,prev_default,income,credit_age,intent,loan_amount,lti,grade,cleanlab_is_label_issue,cleanlab_label_issue_score,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_action,cleanlab_top_labels,cleanlab_top_probs,cleanlab_given_label_prob,cleanlab_predicted_label,cleanlab_predicted_label_prob,cleanlab_suggested_label_confidence_score,cleanlab_is_ambiguous,cleanlab_ambiguous_score,cleanlab_is_well_labeled,cleanlab_is_outlier,cleanlab_outlier_score,cleanlab_is_initially_unlabeled,cleanlab_has_rare_class
11362,No,74000,3,MEDICAL,2500,3.3783783783783785,A,False,0.2127390652894973,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.7417001724243164, 0.16717830300331116, 0.0421864278614521, 0.028956159949302673, 0.019978893920779228]",0.7417001724243164,A,0.7417001724243164,0.7417001724243164,False,0.7326060090279644,False,False,,False,False
11368,Yes,74000,4,PERSONAL,15000,20.27027027027027,D,False,0.3140508532524109,,,,"[""D"", ""C"", ""F"", ""A""]","[0.6171161532402039, 0.24521785974502563, 0.09145413339138031, 0.040795598179101944]",0.6171161532402039,D,0.6171161532402039,0.6171161532402039,False,0.7332385117632488,False,False,,False,False
11382,Yes,60000,4,EDUCATION,10000,16.666666666666664,D,False,0.4864172786474228,,,,"[""D"", ""A"", ""C"", ""F""]","[0.3511156439781189, 0.3239502012729645, 0.27573850750923157, 0.048506736755371094]",0.3511156439781189,D,0.3511156439781189,0.3511156439781189,False,0.8840172679882369,False,False,,False,False
11385,No,60000,2,PERSONAL,10000,16.666666666666664,A,False,0.2409189790487289,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6714603900909424, 0.15329834818840027, 0.12363132834434509, 0.03571271151304245, 0.015897274017333984]",0.6714603900909424,A,0.6714603900909424,0.6714603900909424,False,0.7960895872866325,False,False,,False,False
11387,No,60000,4,MEDICAL,10000,16.666666666666664,D,True,0.7624870166182518,A,,unresolved,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.6775970458984375, 0.1526230126619339, 0.1045987531542778, 0.04988742992281914, 0.015293831937015057]",0.1526230126619339,A,0.6775970458984375,0.6775970458984375,False,0.7967796698978616,False,False,,False,False
11394,No,60000,2,MEDICAL,10000,16.666666666666664,A,False,0.2877057418227196,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.6074784994125366, 0.18288998305797577, 0.14440208673477173, 0.045269474387168884, 0.019959986209869385]",0.6074784994125366,A,0.6074784994125366,0.6074784994125366,False,0.8394591679790712,False,False,,False,False
11396,No,68100,4,DEBTCONSOLIDATION,17500,25.697503671071953,F,False,0.4337286949157715,,,,"[""F"", ""B"", ""D"", ""A"", ""C""]","[0.4495146572589874, 0.3169720470905304, 0.10533083230257034, 0.08447448164224625, 0.04370798170566559]",0.4495146572589874,F,0.4495146572589874,0.4495146572589874,False,0.7652257709304866,False,False,,False,False
11400,Yes,54000,4,EDUCATION,10000,18.51851851851852,F,True,0.8377694468945265,D,,unresolved,"[""D"", ""C"", ""F"", ""A""]","[0.7209436297416687, 0.2049943208694458, 0.04540473595261574, 0.026268860325217247]",0.0454047359526157,D,0.7209436297416687,0.7209436297416687,False,0.6641573797322772,False,False,,False,False
11409,No,60000,4,HOMEIMPROVEMENT,10000,16.666666666666664,A,False,0.3143560513854027,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.6195747256278992, 0.24828682839870453, 0.06808680295944214, 0.04458702355623245, 0.019464610144495964]",0.6195747256278992,A,0.6195747256278992,0.6195747256278992,False,0.8052817435846025,False,False,,False,False
11423,No,54000,3,EDUCATION,10000,18.51851851851852,D,False,0.4548690021038055,,,,"[""D"", ""A"", ""B"", ""F"", ""C""]","[0.38337650895118713, 0.2931145131587982, 0.1474165916442871, 0.11122743040323257, 0.06486496329307556]",0.3833765089511871,D,0.3833765089511871,0.3833765089511871,False,0.9118132276316772,False,False,,False,False
11427,No,54000,4,DEBTCONSOLIDATION,10000,18.51851851851852,D,False,0.5198596566915512,,,,"[""A"", ""D"", ""F"", ""B"", ""C""]","[0.3401275873184204, 0.300408273935318, 0.20652318000793457, 0.10139916837215424, 0.05154182016849518]",0.300408273935318,A,0.3401275873184204,0.3401275873184204,False,0.8811941541862484,False,False,,False,False
11434,Yes,54000,3,EDUCATION,10000,18.51851851851852,,False,0.0,D,,unresolved,"[""D"", ""C"", ""F"", ""A""]","[0.6802924871444702, 0.2012619972229004, 0.08982241898775101, 0.026331674307584763]",0.0,D,0.6802924871444702,0.6802924871444702,False,,False,False,,True,False
11440,No,61500,2,MEDICAL,10000,16.260162601626014,C,False,0.4419485479593277,,,,"[""C"", ""A"", ""B"", ""D""]","[0.44519367814064026, 0.32909077405929565, 0.12827740609645844, 0.09042853862047195]",0.4451936781406402,C,0.4451936781406402,0.4451936781406402,False,0.934172562325289,False,False,,False,False
11453,No,75000,3,VENTURE,8000,10.666666666666668,D,False,0.4842368811368942,,,,"[""D"", ""A"", ""B"", ""C""]","[0.44326022267341614, 0.4117339849472046, 0.11324261873960495, 0.02212641015648842]",0.4432602226734161,D,0.4432602226734161,0.4432602226734161,False,0.8344632380656896,False,False,,False,False
11459,No,75000,4,EDUCATION,14950,19.933333333333337,B,False,0.2241633050143718,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.6642014980316162, 0.11252810806035995, 0.09282810986042023, 0.07455321401357651, 0.05588908493518829]",0.6642014980316162,B,0.6642014980316162,0.6642014980316162,False,0.798260431184334,False,False,,False,False
11475,Yes,75000,4,EDUCATION,8000,10.666666666666668,D,False,0.3336074948310852,,,,"[""D"", ""C"", ""F"", ""A""]","[0.6250227093696594, 0.29223769903182983, 0.04596251621842384, 0.03109237365424633]",0.6250227093696594,D,0.6250227093696594,0.6250227093696594,False,0.7225888609573858,False,False,,False,False
11487,No,75000,4,MEDICAL,8150,10.866666666666664,A,False,0.4523681104183197,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.477526992559433, 0.3822632133960724, 0.08346836268901825, 0.044340115040540695, 0.01240132562816143]",0.477526992559433,A,0.477526992559433,0.477526992559433,False,0.8441367773655875,False,False,,False,False
11497,No,75000,4,EDUCATION,5000,6.666666666666667,A,False,0.3759956359863281,,,,"[""A"", ""D"", ""B"", ""C""]","[0.5507926344871521, 0.30278390645980835, 0.1069851964712143, 0.030017312616109848]",0.5507926344871521,A,0.5507926344871521,0.5507926344871521,False,0.830873963845299,False,False,,False,False
11514,No,75000,2,EDUCATION,4000,5.333333333333334,C,False,0.4473945498466491,,,,"[""C"", ""A"", ""B"", ""D"", ""F""]","[0.42790451645851135, 0.3226936161518097, 0.14951328933238983, 0.07930286973714828, 0.02058565244078636]",0.4279045164585113,C,0.4279045164585113,0.4279045164585113,False,0.9413583132190648,False,False,,False,False
11519,No,69000,2,HOMEIMPROVEMENT,6200,8.985507246376812,D,False,0.3877075910568237,,,,"[""D"", ""A"", ""B"", ""C"", ""F""]","[0.505681574344635, 0.28109675645828247, 0.12957905232906342, 0.045649342238903046, 0.03799331188201904]",0.505681574344635,D,0.505681574344635,0.505681574344635,False,0.8611665754395672,False,False,,False,False
11520,Yes,69000,2,DEBTCONSOLIDATION,10000,14.492753623188406,D,False,0.2429057359695434,,,,"[""D"", ""C"", ""A"", ""F""]","[0.731756329536438, 0.2175678014755249, 0.026068346574902534, 0.0191695224493742]",0.731756329536438,D,0.731756329536438,0.731756329536438,False,0.6632281631112399,False,False,,False,False
11521,Yes,75000,4,DEBTCONSOLIDATION,11200,14.933333333333335,C,False,0.2336501181125641,,,,"[""C"", ""D"", ""A"", ""F""]","[0.7293863892555237, 0.19668662548065186, 0.043826110661029816, 0.027812065556645393]",0.7293863892555237,C,0.7293863892555237,0.7293863892555237,False,0.699882655942386,False,False,,False,False
11526,No,65000,4,EDUCATION,10000,15.384615384615383,B,True,0.851037047803402,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.794769823551178, 0.09269572794437408, 0.06247533857822418, 0.03486360237002373, 0.01519553828984499]",0.092695727944374,A,0.794769823551178,0.794769823551178,False,0.6940563601431737,False,False,,False,False
11528,No,65000,2,EDUCATION,10000,15.384615384615383,B,True,0.8549269363284111,A,,unresolved,"[""A"", ""B"", ""D"", ""C""]","[0.8045559525489807, 0.09470207989215851, 0.05815085396170616, 0.03373274579644203]",0.0947020798921585,A,0.8045559525489807,0.8045559525489807,False,0.6861531077052911,False,False,,False,False
11530,No,75000,4,PERSONAL,9000,12.0,D,True,0.7567418813705444,A,,unresolved,"[""A"", ""D"", ""B"", ""C""]","[0.6901130080223083, 0.17662924528121948, 0.09958840906620026, 0.02659756876528263]",0.1766292452812194,A,0.6901130080223083,0.6901130080223083,False,0.7694322202131755,False,False,,False,False
11536,No,65000,3,PERSONAL,10000,15.384615384615383,A,False,0.2018609195947647,,,,"[""A"", ""B"", ""D"", ""C""]","[0.7555960416793823, 0.15931788086891174, 0.05361958220601082, 0.022363848984241486]",0.7555960416793823,A,0.7555960416793823,0.7555960416793823,False,0.7171927562959077,False,False,,False,False
11539,No,75000,2,MEDICAL,9000,12.0,A,False,0.3358330354094505,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.5695311427116394, 0.24119721353054047, 0.12565067410469055, 0.039087388664484024, 0.02453361451625824]",0.5695311427116394,A,0.5695311427116394,0.5695311427116394,False,0.8450497912809831,False,False,,False,False
11553,No,75000,2,HOMEIMPROVEMENT,12000,16.0,A,False,0.5831108391284943,C,,unresolved,"[""C"", ""A"", ""B"", ""D"", ""F""]","[0.4238239824771881, 0.2576023042201996, 0.18589751422405243, 0.11357113718986511, 0.019105123355984688]",0.2576023042201996,C,0.4238239824771881,0.4238239824771881,True,0.9628423949750154,False,False,,False,False
11556,No,75000,2,EDUCATION,5000,6.666666666666667,A,False,0.3003127425909042,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.5938975811004639, 0.19452306628227234, 0.1445179283618927, 0.05000826343894005, 0.017053185030817986]",0.5938975811004639,A,0.5938975811004639,0.5938975811004639,False,0.8495403557546144,False,False,,False,False
11558,No,75000,3,HOMEIMPROVEMENT,12000,16.0,A,False,0.4603506177663803,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.41893160343170166, 0.3396328389644623, 0.11977561563253403, 0.09759292751550674, 0.024066997691988945]",0.4189316034317016,A,0.4189316034317016,0.4189316034317016,False,0.9326056108551072,False,False,,False,False
11559,No,75000,2,VENTURE,10000,13.333333333333334,D,True,0.7511688303202391,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.5369412302970886, 0.3950834572315216, 0.03460356965661049, 0.01910906285047531, 0.014262628741562366]",0.0346035696566104,A,0.5369412302970886,0.5369412302970886,False,0.7895639545980664,False,False,,False,False
11573,No,75000,3,HOMEIMPROVEMENT,12000,16.0,A,False,0.3998565673828125,,,,"[""A"", ""B"", ""C"", ""D"", ""F""]","[0.48480409383773804, 0.28451722860336304, 0.10701938718557358, 0.10068908333778381, 0.022970248013734818]",0.484804093837738,A,0.484804093837738,0.484804093837738,False,0.91670445666552,False,False,,False,False
11575,No,75000,2,EDUCATION,9000,12.0,D,True,0.8862273264676332,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.8075637221336365, 0.11917472630739212, 0.03510906919836998, 0.025049099698662758, 0.013103450648486614]",0.0351090691983699,A,0.8075637221336365,0.8075637221336365,False,0.6723071427797128,False,False,,False,False
11583,No,75000,2,PERSONAL,6000,8.0,A,False,0.5394729226827621,,,,"[""B"", ""A"", ""F"", ""D"", ""C""]","[0.3742544949054718, 0.2953086495399475, 0.22351141273975372, 0.07034527510404587, 0.036580152809619904]",0.2953086495399475,B,0.3742544949054718,0.3742544949054718,False,0.858503122694642,False,False,,False,False
11603,No,69000,2,DEBTCONSOLIDATION,25000,36.231884057971016,D,False,0.3101542741060257,,,,"[""D"", ""B"", ""F"", ""C""]","[0.6361164450645447, 0.25642499327659607, 0.07492412626743317, 0.023030418902635574]",0.6361164450645447,D,0.6361164450645447,0.6361164450645447,False,0.6939074858249138,False,False,,False,False
11618,No,70000,3,MEDICAL,10000,14.285714285714285,B,True,0.7575527504086494,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6821855902671814, 0.1670800894498825, 0.0854010209441185, 0.04775644838809967, 0.01757681928575039]",0.1670800894498825,A,0.6821855902671814,0.6821855902671814,False,0.7936521749104155,False,False,,False,False
11623,Yes,70800,2,EDUCATION,10000,14.124293785310735,C,False,0.4231108725070953,,,,"[""C"", ""D"", ""A"", ""B"", ""F""]","[0.4066852033138275, 0.2529069483280182, 0.21849393844604492, 0.06493920832872391, 0.05697464942932129]",0.4066852033138275,C,0.4066852033138275,0.4066852033138275,False,0.9379650473961572,False,False,,False,False
11628,No,75000,2,PERSONAL,9000,12.0,A,False,0.3849615752696991,,,,"[""A"", ""D"", ""B"", ""C""]","[0.5228064656257629, 0.29272961616516113, 0.15986834466457367, 0.01757657341659069]",0.5228064656257629,A,0.5228064656257629,0.5228064656257629,False,0.8420222288896866,False,False,,False,False
11631,No,75000,3,VENTURE,15000,20.0,B,False,0.2052248492836952,,,,"[""B"", ""A"", ""D"", ""F"", ""C""]","[0.6937877535820007, 0.10423745214939117, 0.09857992082834244, 0.05325818434357643, 0.05013660714030266]",0.6937877535820007,B,0.6937877535820007,0.6937877535820007,False,0.7655544497529999,False,False,,False,False
11634,No,58650,4,MEDICAL,9250,15.77152600170503,D,True,0.7238561809062958,A,,unresolved,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.5693752765655518, 0.18081232905387878, 0.1216629147529602, 0.11375606060028076, 0.014393450692296028]",0.1216629147529602,A,0.5693752765655518,0.5693752765655518,False,0.8927004828436358,False,False,,False,False
11649,Yes,72000,3,MEDICAL,10000,13.88888888888889,C,False,0.2722072824835777,,,,"[""C"", ""D"", ""A"", ""F""]","[0.7000279426574707, 0.24444250762462616, 0.03855939209461212, 0.016348710283637047]",0.7000279426574707,C,0.7000279426574707,0.7000279426574707,False,0.7070000290607198,False,False,,False,False
11660,No,69000,2,HOMEIMPROVEMENT,15000,21.73913043478261,D,False,0.3053027167916298,,,,"[""D"", ""B"", ""A"", ""F"", ""C""]","[0.6078861355781555, 0.2184915691614151, 0.09021914750337601, 0.04650702700018883, 0.03689608350396156]",0.6078861355781555,D,0.6078861355781555,0.6078861355781555,False,0.7911975396947724,False,False,,False,False
11666,No,75000,4,VENTURE,10000,13.333333333333334,A,False,0.4992404282093048,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.4468122124671936, 0.4452930688858032, 0.05815993621945381, 0.035059813410043716, 0.014675017446279526]",0.4468122124671936,A,0.4468122124671936,0.4468122124671936,False,0.835227547195677,False,False,,False,False
11669,No,75000,4,EDUCATION,5000,6.666666666666667,D,True,0.872878598049283,A,,unresolved,"[""A"", ""B"", ""D"", ""C""]","[0.7971238493919373, 0.1022641733288765, 0.0513666532933712, 0.042050547897815704]",0.0513666532933712,A,0.7971238493919373,0.7971238493919373,False,0.6976683447037922,False,False,,False,False
11674,Yes,75000,3,VENTURE,12500,16.666666666666664,D,False,0.3067452013492584,,,,"[""D"", ""C"", ""F"", ""A""]","[0.6419470310211182, 0.255437433719635, 0.05051742121577263, 0.049099408090114594]",0.6419470310211182,D,0.6419470310211182,0.6419470310211182,False,0.7283518413861089,False,False,,False,False
11680,No,75000,4,EDUCATION,10000,13.333333333333334,A,False,0.5493045002222061,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.504874050617218, 0.4062650501728058, 0.041096437722444534, 0.036388806998729706, 0.01137569360435009]",0.4062650501728058,B,0.504874050617218,0.504874050617218,False,0.819053625651849,False,False,,False,False
11690,Yes,75000,3,HOMEIMPROVEMENT,12000,16.0,C,False,0.5585060566663742,D,,unresolved,"[""D"", ""A"", ""C"", ""B"", ""F""]","[0.34432557225227356, 0.2693747878074646, 0.22731345891952515, 0.14891178905963898, 0.010074354708194733]",0.2273134589195251,D,0.3443255722522735,0.3443255722522735,True,0.9755201566388396,False,False,,False,False
11692,No,75000,4,HOMEIMPROVEMENT,10000,13.333333333333334,A,False,0.4830880463123321,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.4385574758052826, 0.4047335684299469, 0.091553695499897, 0.04732876643538475, 0.017826510593295097]",0.4385574758052826,A,0.4385574758052826,0.4385574758052826,False,0.8720752221780148,False,False,,False,False
11693,No,75000,3,VENTURE,10000,13.333333333333334,A,False,0.4600220769643783,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.44513562321662903, 0.36517977714538574, 0.14163735508918762, 0.03246547654271126, 0.015581746585667133]",0.445135623216629,A,0.445135623216629,0.445135623216629,False,0.8773162793623445,False,False,,False,False
11694,Yes,69000,2,HOMEIMPROVEMENT,10000,14.492753623188406,D,False,0.2580011636018753,,,,"[""D"", ""C"", ""F"", ""A""]","[0.7109365463256836, 0.2269388735294342, 0.03212721645832062, 0.02779044769704342]",0.7109365463256836,D,0.7109365463256836,0.7109365463256836,False,0.6727837506294074,False,False,,False,False
11699,No,75000,4,EDUCATION,5000,6.666666666666667,,False,0.0,A,,unresolved,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.6387342810630798, 0.21394027769565582, 0.10056465864181519, 0.03573846071958542, 0.0110222939401865]",0.0,A,0.6387342810630798,0.6387342810630798,False,,False,False,,True,False
11700,No,75000,4,PERSONAL,10000,13.333333333333334,B,False,0.585692822933197,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.5237295031547546, 0.3523438572883606, 0.07127202302217484, 0.03892332687973976, 0.013731286861002445]",0.3523438572883606,A,0.5237295031547546,0.5237295031547546,False,0.84208502789248,False,False,,False,False
11705,No,58650,2,MEDICAL,25000,42.62574595055413,D,True,0.6396738812327385,B,,unresolved,"[""B"", ""D"", ""F"", ""C"", ""A""]","[0.5169882774353027, 0.23764051496982574, 0.21561631560325623, 0.018039995804429054, 0.011714856140315533]",0.2376405149698257,B,0.5169882774353027,0.5169882774353027,False,0.7267529169392664,False,False,,False,False
11707,No,75000,4,EDUCATION,10000,13.333333333333334,B,True,0.6602552831172943,A,,unresolved,"[""A"", ""B"", ""D"", ""C""]","[0.6091095209121704, 0.2885989546775818, 0.06398700177669525, 0.03291478380560875]",0.2885989546775818,A,0.6091095209121704,0.6091095209121704,False,0.8082119995218648,False,False,,False,False
11713,No,76250,3,DEBTCONSOLIDATION,10000,13.114754098360656,B,False,0.3282723724842071,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.6135810613632202, 0.2701258063316345, 0.06479515880346298, 0.040096838027238846, 0.011401132680475712]",0.6135810613632202,B,0.6135810613632202,0.6135810613632202,False,0.8097517765131633,False,False,,False,False
11721,No,75000,4,VENTURE,10000,13.333333333333334,B,True,0.6825395226478577,A,,unresolved,"[""A"", ""B"", ""D"", ""C""]","[0.6380552053451538, 0.2729761600494385, 0.05645260214805603, 0.025764841586351395]",0.2729761600494385,A,0.6380552053451538,0.6380552053451538,False,0.7858772379025049,False,False,,False,False
11722,No,75000,3,PERSONAL,15000,20.0,B,False,0.1754743047058582,,,,"[""B"", ""D"", ""A"", ""F"", ""C""]","[0.746137261390686, 0.0970858708024025, 0.0690598264336586, 0.04568401724100113, 0.04203290492296219]",0.746137261390686,B,0.746137261390686,0.746137261390686,False,0.7133611885467103,False,False,,False,False
11738,No,75000,3,DEBTCONSOLIDATION,15000,20.0,B,False,0.2074734456837177,,,,"[""B"", ""A"", ""D"", ""C"", ""F""]","[0.6919729709625244, 0.10691986232995987, 0.10286363959312439, 0.05732119455933571, 0.04092233628034592]",0.6919729709625244,B,0.6919729709625244,0.6919729709625244,False,0.7746073771105626,False,False,,False,False
11776,No,83200,4,EDUCATION,10000,12.01923076923077,D,False,0.5239605009555817,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.4282001256942749, 0.3802791237831116, 0.13558398187160492, 0.03715154156088829, 0.01878517121076584]",0.3802791237831116,A,0.4282001256942749,0.4282001256942749,False,0.8706727822168674,False,False,,False,False
11786,Yes,75885,4,MEDICAL,3000,3.95335046451868,C,False,0.3380026817321777,,,,"[""C"", ""A"", ""D"", ""B"", ""F""]","[0.5738296508789062, 0.24983501434326172, 0.08707104623317719, 0.06985385715961456, 0.01941041834652424]",0.5738296508789062,C,0.5738296508789062,0.5738296508789062,False,0.8720302551551586,False,False,,False,False
11787,No,75912,4,HOMEIMPROVEMENT,22400,29.507851196121827,F,True,0.7483425177633762,B,,unresolved,"[""B"", ""D"", ""F"", ""C"", ""A""]","[0.6134355068206787, 0.15891169011592865, 0.11675047129392624, 0.08595172315835953, 0.024950608611106873]",0.1167504712939262,B,0.6134355068206787,0.6134355068206787,False,0.7777421046668892,False,False,,False,False
11788,No,75996,3,DEBTCONSOLIDATION,10000,13.158587294068107,B,False,0.3085307776927948,,,,"[""B"", ""A"", ""D"", ""C""]","[0.6331585645675659, 0.2502201199531555, 0.06136494129896164, 0.046868275851011276]",0.6331585645675659,B,0.6331585645675659,0.6331585645675659,False,0.8054517846995017,False,False,,False,False
11839,No,90000,4,PERSONAL,10000,11.11111111111111,A,False,0.2631439641118049,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6782309412956238, 0.2045188695192337, 0.05665327608585358, 0.04575375095009804, 0.014843110926449299]",0.6782309412956238,A,0.6782309412956238,0.6782309412956238,False,0.7866395519085355,False,False,,False,False
11841,No,76486,4,HOMEIMPROVEMENT,6000,7.84457286300761,A,False,0.3342545628547668,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.6144086122512817, 0.28291773796081543, 0.05669514462351799, 0.0336948037147522, 0.01228371076285839]",0.6144086122512817,A,0.6144086122512817,0.6144086122512817,False,0.7876383718822803,False,False,,False,False
11866,No,77000,4,MEDICAL,12400,16.103896103896105,A,False,0.3722557798027992,,,,"[""A"", ""D"", ""B"", ""C"", ""F""]","[0.48431089520454407, 0.22882245481014252, 0.153755784034729, 0.10541169345378876, 0.02769910730421543]",0.484310895204544,A,0.484310895204544,0.484310895204544,False,0.9243618156727408,False,False,,False,False
11870,No,71000,4,DEBTCONSOLIDATION,6000,8.450704225352112,D,False,0.4918979257345199,,,,"[""D"", ""A"", ""B"", ""C""]","[0.4468836784362793, 0.4306795299053192, 0.06523832678794861, 0.04826068878173828]",0.4468836784362793,D,0.4468836784362793,0.4468836784362793,False,0.832900883752614,False,False,,False,False
11872,No,77000,3,DEBTCONSOLIDATION,3000,3.896103896103896,A,False,0.1436071135103702,,,,"[""A"", ""B"", ""C"", ""D""]","[0.8133071064949036, 0.10052133351564407, 0.04056771844625473, 0.036940693855285645]",0.8133071064949036,A,0.8133071064949036,0.8133071064949036,False,0.6789716580630931,False,False,,False,False
16412,Yes,34800,4,VENTURE,9600,27.58620689655172,F,False,0.4669220298528671,,,,"[""F"", ""D"", ""C"", ""A""]","[0.41299334168434143, 0.3468374013900757, 0.21065159142017365, 0.028832541778683662]",0.4129933416843414,F,0.4129933416843414,0.4129933416843414,False,0.7121864160117422,False,False,,False,False
11887,No,77000,3,EDUCATION,21000,27.27272727272727,B,False,0.1619636081159114,,,,"[""B"", ""F"", ""D"", ""C"", ""A""]","[0.7600041031837463, 0.0839313194155693, 0.07816362380981445, 0.04060215502977371, 0.0372987724840641]",0.7600041031837463,B,0.7600041031837463,0.7600041031837463,False,0.671963807396622,False,False,,False,False
11906,Yes,55000,2,PERSONAL,10200,18.545454545454547,C,False,0.3816130310297012,,,,"[""C"", ""D"", ""F"", ""A""]","[0.5985448360443115, 0.361770898103714, 0.02112104557454586, 0.01804407127201557]",0.5985448360443115,C,0.5985448360443115,0.5985448360443115,False,0.7145190516757709,False,False,,False,False
11937,No,57000,4,EDUCATION,11050,19.385964912280706,D,True,0.6131884232163429,A,,unresolved,"[""A"", ""D"", ""C"", ""B"", ""F""]","[0.4519420862197876, 0.22556523978710175, 0.1740030199289322, 0.12604092061519623, 0.0224487092345953]",0.2255652397871017,A,0.4519420862197876,0.4519420862197876,True,0.9475613925243772,False,False,,False,False
11942,No,78000,2,PERSONAL,7200,9.230769230769232,A,False,0.2578886747360229,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.6617276668548584, 0.1775050163269043, 0.08425544947385788, 0.056541189551353455, 0.01997062750160694]",0.6617276668548584,A,0.6617276668548584,0.6617276668548584,False,0.8113179514424492,False,False,,False,False
11948,No,45000,2,DEBTCONSOLIDATION,11100,24.666666666666668,C,False,0.3937320560216903,,,,"[""C"", ""A"", ""B"", ""D"", ""F""]","[0.48065659403800964, 0.2681207060813904, 0.14868372678756714, 0.08521009981632233, 0.017328880727291107]",0.4806565940380096,C,0.4806565940380096,0.4806565940380096,False,0.9323654701912456,False,False,,False,False
11958,No,78000,3,EDUCATION,4200,5.384615384615385,C,False,0.4971324801445007,,,,"[""C"", ""A"", ""B"", ""D""]","[0.4094902276992798, 0.40375518798828125, 0.1375635862350464, 0.04111152142286301]",0.4094902276992798,C,0.4094902276992798,0.4094902276992798,False,0.911269533279806,False,False,,False,False
11963,No,78000,2,EDUCATION,4600,5.897435897435897,A,False,0.3975573927164078,,,,"[""A"", ""C"", ""B"", ""D"", ""F""]","[0.4956260025501251, 0.2907407879829407, 0.1254369467496872, 0.04814557731151581, 0.040050651878118515]",0.4956260025501251,A,0.4956260025501251,0.4956260025501251,False,0.9048859716494302,False,False,,False,False
11984,Yes,78000,3,VENTURE,25000,32.05128205128205,D,False,0.4874490350484848,,,,"[""D"", ""B"", ""F"", ""C"", ""A""]","[0.40376266837120056, 0.37866073846817017, 0.13141588866710663, 0.06367312371730804, 0.022487595677375793]",0.4037626683712005,D,0.4037626683712005,0.4037626683712005,False,0.8128979195884235,False,False,,False,False
11988,Yes,50000,3,VENTURE,11200,22.4,C,False,0.2604200541973114,,,,"[""C"", ""D"", ""F"", ""A""]","[0.6932132840156555, 0.21405339241027832, 0.04702601209282875, 0.04347650706768036]",0.6932132840156555,C,0.6932132840156555,0.6932132840156555,False,0.7176415642126733,False,False,,False,False
11994,No,78000,4,MEDICAL,7750,9.935897435897436,A,False,0.1396126002073288,,,,"[""A"", ""B"", ""D"", ""C"", ""F""]","[0.8037324547767639, 0.08295765519142151, 0.04721337556838989, 0.0451914444565773, 0.02090498059988022]",0.8037324547767639,A,0.8037324547767639,0.8037324547767639,False,0.6869052597377868,False,False,,False,False
11995,Yes,78000,2,EDUCATION,16000,20.51282051282051,F,True,0.7429813109338284,C,,unresolved,"[""C"", ""D"", ""F"", ""A""]","[0.568364679813385, 0.2740800082683563, 0.0824020579457283, 0.06559732556343079]",0.0824020579457283,C,0.568364679813385,0.568364679813385,False,0.7927246062290916,False,False,,False,False
11996,No,78000,3,EDUCATION,16000,20.51282051282051,C,True,0.6989790294319391,F,,unresolved,"[""F"", ""B"", ""A"", ""D"", ""C""]","[0.4476834535598755, 0.30901968479156494, 0.1201539859175682, 0.07341741770505905, 0.04972539469599724]",0.0497253946959972,F,0.4476834535598755,0.4476834535598755,False,0.7772583664118279,False,False,,False,False
12003,No,78000,3,HOMEIMPROVEMENT,14200,18.205128205128204,B,False,0.2222743332386016,,,,"[""B"", ""A"", ""D"", ""F"", ""C""]","[0.6776373386383057, 0.12218600511550903, 0.11925353854894638, 0.044670797884464264, 0.03625228628516197]",0.6776373386383057,B,0.6776373386383057,0.6776373386383057,False,0.7741355643981316,False,False,,False,False
